token,count,frequencyPer100Comment,frequencyPer100Token
wanting,2,0.1020,0.0142
michelle,2,0.1020,0.0142
later,2,0.1020,0.0142
reed,2,0.1020,0.0142
carolina,2,0.1020,0.0142
samuel,2,0.1020,0.0142
hooper,2,0.1020,0.0142
isnt,2,0.1020,0.0142
skyline,2,0.1020,0.0142
review,2,0.1020,0.0142
outside,2,0.1020,0.0142
whats,2,0.1020,0.0142
25,2,0.1020,0.0142
screen,2,0.1020,0.0142
diners,2,0.1020,0.0142
comes,2,0.1020,0.0142
patrícia,2,0.1020,0.0142
moore,2,0.1020,0.0142
marc,2,0.1020,0.0142
mary,2,0.1020,0.0142
500,2,0.1020,0.0142
andrea,2,0.1020,0.0142
polly,2,0.1020,0.0142
middle,2,0.1020,0.0142
fatima,2,0.1020,0.0142
pam,2,0.1020,0.0142
northan,2,0.1020,0.0142
harris,2,0.1020,0.0142
conor,2,0.1020,0.0142
bottle,2,0.1020,0.0142
harrison,2,0.1020,0.0142
tim,2,0.1020,0.0142
ahhhh,2,0.1020,0.0142
moi,2,0.1020,0.0142
inflation,2,0.1020,0.0142
disappointed,2,0.1020,0.0142
christina,2,0.1020,0.0142
rachael,2,0.1020,0.0142
moreno,2,0.1020,0.0142
giguere,2,0.1020,0.0142
oliver,2,0.1020,0.0142
throw,2,0.1020,0.0142
favorite,2,0.1020,0.0142
os,2,0.1020,0.0142
garner,2,0.1020,0.0142
area,2,0.1020,0.0142
shannon,2,0.1020,0.0142
kwikemart,2,0.1020,0.0142
detailed,2,0.1020,0.0142
certain,2,0.1020,0.0142
heather,2,0.1020,0.0142
separate,2,0.1020,0.0142
i️,2,0.1020,0.0142
oneill,2,0.1020,0.0142
natalie,2,0.1020,0.0142
natalia,2,0.1020,0.0142
having,2,0.1020,0.0142
griffin,2,0.1020,0.0142
tt,2,0.1020,0.0142
tu,2,0.1020,0.0142
awful,2,0.1020,0.0142
morley,2,0.1020,0.0142
large,2,0.1020,0.0142
neighborhood,2,0.1020,0.0142
past,2,0.1020,0.0142
sun,2,0.1020,0.0142
anniversary,2,0.1020,0.0142
🤗,2,0.1020,0.0142
loose,2,0.1020,0.0142
tracks,2,0.1020,0.0142
experience,2,0.1020,0.0142
🤩,2,0.1020,0.0142
£150,2,0.1020,0.0142
family,2,0.1020,0.0142
va,2,0.1020,0.0142
suddenly,2,0.1020,0.0142
vip,2,0.1020,0.0142
aimed,2,0.1020,0.0142
🙄,2,0.1020,0.0142
knows,2,0.1020,0.0142
det,2,0.1020,0.0142
def,2,0.1020,0.0142
intended,2,0.1020,0.0142
brett,2,0.1020,0.0142
garcía,2,0.1020,0.0142
fraser,2,0.1020,0.0142
trade,2,0.1020,0.0142
logan,2,0.1020,0.0142
andré,2,0.1020,0.0142
curtis,2,0.1020,0.0142
trailer,2,0.1020,0.0142
neil,2,0.1020,0.0142
katrina,2,0.1020,0.0142
connect,2,0.1020,0.0142
ashley,2,0.1020,0.0142
research,2,0.1020,0.0142
houses,2,0.1020,0.0142
imagine,2,0.1020,0.0142
loads,2,0.1020,0.0142
gardner,2,0.1020,0.0142
number,2,0.1020,0.0142
wages,2,0.1020,0.0142
option,2,0.1020,0.0142
sanders,2,0.1020,0.0142
